# AME2020 Table I — the 2020 atomic mass table.
# Meng Wang, W.J. Huang, F.G. Kondev, G. Audi, S. Naimi,
# Chinese Physics C 45, 030003 (2021), Table I, pages 030003-6 to 030003-75.
# Extracted from the PDF supplied by M, pdftotext -layout, PDF pages 7-76.
#
# THIS IS THE PUBLISHED ROUNDED TABLE, not mass_1.mas20. AME rounds to a
# precision set by the uncertainty, so values differ from the ASCII file by
# up to ~0.1 sigma. Verified against the Argonne mass_1.mas20 text on the
# A = 9 chain: max deviation 4.174 keV on 9He, which is 0.089 sigma.
#
# A is RECOMPUTED as N + Z; the printed A is used only as a check and
# matched on every row where it appears (0 mismatches).
# quality: M = measured, E = estimated (# in the source).
# Z	N	A	symbol	mass_excess_keV	unc_keV	quality
91	137	228	Pa	28924.0	4.0	M
91	138	229	Pa	29897.0	3.0	M
91	139	230	Pa	32174.0	3.0	M
91	140	231	Pa	33424.3	1.8	M
91	141	232	Pa	35947.0	8.0	M
91	142	233	Pa	37489.4	1.3	M
91	143	234	Pa	40339.0	4.0	M
91	144	235	Pa	42289.0	14.0	M
91	145	236	Pa	45334.0	14.0	M
91	146	237	Pa	47528.0	13.0	M
91	147	238	Pa	50894.0	16.0	M
91	148	239	Pa	53340.0	200.0	E
91	149	240	Pa	57010.0	200.0	E
91	150	241	Pa	59740.0	300.0	E
92	123	215	U	24890.0	100.0	M
92	124	216	U	23066.0	28.0	M
92	125	217	U	22970.0	80.0	E
92	126	218	U	21895.0	14.0	M
92	127	219	U	23296.0	13.0	M
92	128	220	U	23010.0	100.0	E
92	129	221	U	24520.0	70.0	M
92	130	222	U	24270.0	50.0	M
92	131	223	U	26050.0	60.0	M
92	132	224	U	25743.0	15.0	M
92	133	225	U	27372.0	10.0	M
92	134	226	U	27329.0	11.0	M
92	135	227	U	29045.0	9.0	M
92	136	228	U	29220.0	13.0	M
92	137	229	U	31211.0	6.0	M
92	138	230	U	31615.0	5.0	M
92	139	231	U	33806.0	2.7	M
92	140	232	U	34609.4	1.8	M
92	141	233	U	36919.1	2.3	M
92	142	234	U	38145.0	1.1	M
92	143	235	U	40918.8	1.1	M
92	144	236	U	42444.6	1.1	M
92	145	237	U	45390.1	1.2	M
92	146	238	U	47307.7	1.5	M
92	147	239	U	50572.7	1.5	M
92	148	240	U	52715.5	2.6	M
92	149	241	U	56200.0	200.0	E
92	150	242	U	58620.0	200.0	E
92	151	243	U	62480.0	300.0	E
93	126	219	Np	29440.0	90.0	M
93	127	220	Np	30480.0	30.0	M
93	128	221	Np	29910.0	200.0	E
93	129	222	Np	31270.0	40.0	M
93	130	223	Np	30660.0	80.0	M
93	131	224	Np	32032.0	29.0	M
93	132	225	Np	31620.0	90.0	M
93	133	226	Np	32820.0	100.0	M
93	134	227	Np	32580.0	80.0	M
93	135	228	Np	33830.0	100.0	E
93	136	229	Np	33800.0	100.0	M
93	137	230	Np	35240.0	60.0	M
93	138	231	Np	35620.0	50.0	M
93	139	232	Np	37360.0	100.0	E
93	140	233	Np	37950.0	50.0	M
93	141	234	Np	39955.0	8.0	M
93	142	235	Np	41043.0	1.4	M
93	143	236	Np	43380.0	50.0	M
93	144	237	Np	44871.6	1.1	M
93	145	238	Np	47454.6	1.1	M
93	146	239	Np	49311.0	1.3	M
93	147	240	Np	52316.0	17.0	M
93	148	241	Np	54320.0	100.0	M
93	149	242	Np	57420.0	200.0	M
93	150	243	Np	59810.0	30.0	E
93	151	244	Np	63240.0	100.0	E
93	152	245	Np	65850.0	200.0	E
94	127	221	Pu	35930.0	300.0	E
94	128	222	Pu	35060.0	300.0	E
94	129	223	Pu	36120.0	300.0	E
94	130	224	Pu	35280.0	300.0	E
94	131	225	Pu	36300.0	300.0	E
94	132	226	Pu	35630.0	200.0	E
94	133	227	Pu	36770.0	100.0	E
94	134	228	Pu	36108.0	23.0	M
94	135	229	Pu	37390.0	60.0	M
94	136	230	Pu	36932.0	14.0	M
94	137	231	Pu	38309.0	22.0	M
94	138	232	Pu	38361.0	17.0	M
94	139	233	Pu	40050.0	50.0	M
94	140	234	Pu	40350.0	7.0	M
94	141	235	Pu	42182.0	21.0	M
94	142	236	Pu	42901.5	1.8	M
94	143	237	Pu	45091.7	1.7	M
94	144	238	Pu	46163.1	1.1	M
94	145	239	Pu	48588.2	1.1	M
94	146	240	Pu	50125.3	1.1	M
94	147	241	Pu	52955.1	1.1	M
94	148	242	Pu	54716.9	1.2	M
94	149	243	Pu	57754.6	2.5	M
94	150	244	Pu	59806.0	2.3	M
94	151	245	Pu	63178.0	14.0	M
94	152	246	Pu	65395.0	15.0	M
94	153	247	Pu	69210.0	200.0	E
95	128	223	Am	42700.0	300.0	E
95	129	224	Am	43260.0	400.0	E
95	130	225	Am	42390.0	400.0	E
95	131	226	Am	42970.0	300.0	E
95	132	227	Am	42180.0	200.0	E
95	133	228	Am	42850.0	200.0	E
95	134	229	Am	42180.0	110.0	M
95	135	230	Am	42870.0	140.0	E
95	136	231	Am	42410.0	300.0	E
95	137	232	Am	43420.0	300.0	E
95	138	233	Am	43290.0	110.0	E
95	139	234	Am	44460.0	160.0	E
95	140	235	Am	44620.0	50.0	M
95	141	236	Am	46040.0	120.0	E
95	142	237	Am	46570.0	60.0	E
95	143	238	Am	48420.0	60.0	M
95	144	239	Am	49390.4	2.0	M
95	145	240	Am	51510.0	14.0	M
95	146	241	Am	52934.3	1.1	M
95	147	242	Am	55468.0	1.1	M
95	148	243	Am	57175.0	1.4	M
95	149	244	Am	59879.1	1.5	M
95	150	245	Am	61900.4	1.9	M
95	151	246	Am	64994.0	18.0	E
95	152	247	Am	67150.0	100.0	E
95	153	248	Am	70560.0	200.0	E
95	154	249	Am	73100.0	300.0	E
96	135	231	Cm	47270.0	300.0	E
96	136	232	Cm	46330.0	200.0	E
96	137	233	Cm	47290.0	80.0	M
96	138	234	Cm	46722.0	17.0	M
96	139	235	Cm	48010.0	100.0	E
96	140	236	Cm	47853.0	18.0	M
96	141	237	Cm	49250.0	70.0	M
96	142	238	Cm	49445.0	12.0	M
96	143	239	Cm	51150.0	150.0	M
96	144	240	Cm	51724.2	1.9	M
96	145	241	Cm	53701.8	1.6	M
96	146	242	Cm	54803.7	1.1	M
96	147	243	Cm	57181.9	1.5	M
96	148	244	Cm	58451.8	1.1	M
96	149	245	Cm	61004.5	1.1	M
96	150	246	Cm	62616.9	1.5	M
96	151	247	Cm	65533.0	4.0	M
96	152	248	Cm	67392.7	2.4	M
96	153	249	Cm	70750.7	2.4	M
96	154	250	Cm	72990.0	10.0	M
96	155	251	Cm	76648.0	23.0	M
96	156	252	Cm	79060.0	300.0	E
97	136	233	Bk	52770.0	230.0	E
97	137	234	Bk	53400.0	150.0	E
97	138	235	Bk	52770.0	400.0	E
97	139	236	Bk	53540.0	360.0	E
97	140	237	Bk	53210.0	230.0	E
97	141	238	Bk	54220.0	260.0	E
97	142	239	Bk	54250.0	210.0	E
97	143	240	Bk	55660.0	150.0	E
97	144	241	Bk	55980.0	170.0	E
97	145	242	Bk	57750.0	140.0	E
97	146	243	Bk	58690.0	5.0	M
97	147	244	Bk	60714.0	14.0	M
97	148	245	Bk	61813.8	1.8	M
97	149	246	Bk	63970.0	60.0	M
97	150	247	Bk	65490.0	5.0	M
97	151	248	Bk	68130.0	50.0	M
97	152	249	Bk	69846.3	1.2	M
97	153	250	Bk	72952.0	2.9	M
97	154	251	Bk	75228.0	11.0	M
97	155	252	Bk	78540.0	200.0	E
97	156	253	Bk	80930.0	360.0	E
97	157	254	Bk	84390.0	300.0	E
98	139	237	Cf	57940.0	100.0	M
98	140	238	Cf	57280.0	300.0	E
98	141	239	Cf	58200.0	120.0	E
98	142	240	Cf	57989.0	18.0	M
98	143	241	Cf	59330.0	170.0	E
98	144	242	Cf	59387.0	13.0	M
98	145	243	Cf	60990.0	180.0	E
98	146	244	Cf	61478.1	2.6	M
98	147	245	Cf	63385.2	2.4	M
98	148	246	Cf	64090.2	1.5	M
98	149	247	Cf	66109.0	14.0	M
98	150	248	Cf	67238.0	5.0	M
98	151	249	Cf	69722.7	1.2	M
98	152	250	Cf	71170.3	1.5	M
98	153	251	Cf	74135.0	4.0	M
98	154	252	Cf	76034.6	2.4	M
98	155	253	Cf	79302.0	4.0	M
98	156	254	Cf	81341.0	11.0	M
98	157	255	Cf	84810.0	200.0	E
98	158	256	Cf	87040.0	310.0	E
99	140	239	Es	63630.0	300.0	E
99	141	240	Es	64230.0	370.0	E
99	142	241	Es	63890.0	230.0	E
99	143	242	Es	64800.0	260.0	E
99	144	243	Es	64750.0	210.0	E
99	145	244	Es	66030.0	180.0	E
99	146	245	Es	66320.0	170.0	E
99	147	246	Es	67820.0	90.0	M
99	148	247	Es	68578.0	19.0	M
99	149	248	Es	70300.0	50.0	E
99	150	249	Es	71180.0	30.0	E
99	151	250	Es	73230.0	100.0	E
99	152	251	Es	74512.0	5.0	M
99	153	252	Es	77290.0	50.0	M
99	154	253	Es	79010.5	1.2	M
99	155	254	Es	81994.2	2.9	M
99	156	255	Es	84089.0	11.0	M
99	157	256	Es	87190.0	100.0	E
99	158	257	Es	89400.0	410.0	E
99	159	258	Es	92700.0	400.0	E
100	141	241	Fm	69220.0	300.0	E
100	142	242	Fm	68400.0	400.0	E
100	143	243	Fm	69320.0	130.0	E
100	144	244	Fm	68960.0	200.0	E
100	145	245	Fm	70190.0	200.0	E
100	146	246	Fm	70191.0	14.0	M
100	147	247	Fm	71670.0	180.0	E
100	148	248	Fm	71898.0	8.0	M
100	149	249	Fm	73519.0	6.0	M
100	150	250	Fm	74072.0	8.0	M
100	151	251	Fm	75959.0	14.0	M
100	152	252	Fm	76817.0	5.0	M
100	153	253	Fm	79345.5	1.5	M
100	154	254	Fm	80902.5	1.8	M
100	155	255	Fm	83800.0	4.0	M
100	156	256	Fm	85485.0	3.0	M
100	157	257	Fm	88590.0	4.0	M
100	158	258	Fm	90430.0	200.0	E
100	159	259	Fm	93700.0	280.0	E
100	160	260	Fm	95770.0	440.0	E
101	143	244	Md	75600.0	370.0	E
101	144	245	Md	75330.0	260.0	E
101	145	246	Md	76120.0	260.0	E
101	146	247	Md	75940.0	210.0	E
101	147	248	Md	76950.0	180.0	E
101	148	249	Md	77180.0	160.0	M
101	149	250	Md	78400.0	90.0	M
101	150	251	Md	78967.0	19.0	M
101	151	252	Md	80470.0	90.0	M
101	152	253	Md	81170.0	30.0	E
101	153	254	Md	83450.0	100.0	E
101	154	255	Md	84842.0	6.0	M
101	155	256	Md	87460.0	120.0	E
101	156	257	Md	88992.5	1.6	M
101	157	258	Md	91690.0	3.0	M
101	158	259	Md	93560.0	100.0	E
101	159	260	Md	96550.0	320.0	E
101	160	261	Md	98580.0	510.0	E
101	161	262	Md	101670.0	450.0	E
102	146	248	No	80690.0	220.0	E
102	147	249	No	81790.0	280.0	E
102	148	250	No	81570.0	200.0	E
102	149	251	No	82850.0	180.0	E
102	150	252	No	82871.0	9.0	M
102	151	253	No	84359.0	7.0	M
102	152	254	No	84723.0	10.0	M
102	153	255	No	86812.0	14.0	M
102	154	256	No	87823.0	8.0	M
102	155	257	No	90247.0	6.0	M
102	156	258	No	91480.0	100.0	E
102	157	259	No	94079.0	6.0	M
102	158	260	No	95610.0	200.0	E
102	159	261	No	98460.0	200.0	E
102	160	262	No	100100.0	360.0	E
102	161	263	No	103130.0	490.0	E
102	162	264	No	105010.0	590.0	E
103	148	251	Lr	87830.0	200.0	E
103	149	252	Lr	88540.0	190.0	E
103	150	253	Lr	88520.0	160.0	M
103	151	254	Lr	89650.0	90.0	M
103	152	255	Lr	89947.0	18.0	M
103	153	256	Lr	91750.0	80.0	M
103	154	257	Lr	92670.0	40.0	E
103	155	258	Lr	94780.0	100.0	E
103	156	259	Lr	95850.0	70.0	E
103	157	260	Lr	98280.0	130.0	E
103	158	261	Lr	99560.0	200.0	E
103	159	262	Lr	102110.0	200.0	E
103	160	263	Lr	103670.0	220.0	E
103	161	264	Lr	106380.0	440.0	E
103	162	265	Lr	108230.0	550.0	E
103	163	266	Lr	111660.0	540.0	E
104	149	253	Rf	93640.0	410.0	E
104	150	254	Rf	93200.0	280.0	E
104	151	255	Rf	94330.0	180.0	E
104	152	256	Rf	94222.0	18.0	M
104	153	257	Rf	95866.0	11.0	M
104	154	258	Rf	96344.0	16.0	M
104	155	259	Rf	98370.0	70.0	E
104	156	260	Rf	99150.0	200.0	E
104	157	261	Rf	101320.0	70.0	M
104	158	262	Rf	102390.0	220.0	E
104	159	263	Rf	104760.0	150.0	E
104	160	264	Rf	106080.0	360.0	E
104	161	265	Rf	108690.0	360.0	E
104	162	266	Rf	110140.0	410.0	E
104	163	267	Rf	113440.0	580.0	E
104	164	268	Rf	115480.0	660.0	E
105	150	255	Db	99600.0	280.0	E
105	151	256	Db	100300.0	190.0	E
105	152	257	Db	100150.0	160.0	M
105	153	258	Db	101510.0	90.0	M
105	154	259	Db	101990.0	60.0	M
105	155	260	Db	103670.0	90.0	E
105	156	261	Db	104310.0	110.0	E
105	157	262	Db	106250.0	140.0	E
105	158	263	Db	107110.0	170.0	E
105	159	264	Db	109260.0	240.0	E
105	160	265	Db	110380.0	220.0	E
105	161	266	Db	112740.0	280.0	E
105	162	267	Db	114010.0	370.0	E
105	163	268	Db	117060.0	530.0	E
105	164	269	Db	119150.0	620.0	E
105	165	270	Db	122400.0	580.0	E
106	152	258	Sg	105300.0	410.0	E
106	153	259	Sg	106520.0	180.0	E
106	154	260	Sg	106547.0	21.0	M
106	155	261	Sg	108005.0	18.0	M
106	156	262	Sg	108369.0	22.0	M
106	157	263	Sg	110200.0	100.0	E
106	158	264	Sg	110780.0	280.0	E
106	159	265	Sg	112790.0	140.0	E
106	160	266	Sg	113620.0	250.0	E
106	161	267	Sg	115810.0	260.0	E
106	162	268	Sg	116800.0	470.0	E
106	163	269	Sg	119690.0	370.0	E
106	164	270	Sg	121430.0	460.0	E
106	165	271	Sg	124620.0	590.0	E
106	166	272	Sg	126520.0	690.0	E
106	167	273	Sg	129920.0	400.0	E
107	153	260	Bh	113120.0	200.0	E
107	154	261	Bh	113080.0	180.0	M
107	155	262	Bh	114250.0	90.0	M
107	156	263	Bh	114500.0	310.0	E
107	157	264	Bh	115960.0	180.0	E
107	158	265	Bh	116400.0	240.0	E
107	159	266	Bh	118100.0	160.0	E
107	160	267	Bh	118770.0	260.0	E
107	161	268	Bh	120710.0	380.0	E
107	162	269	Bh	121480.0	370.0	E
107	163	270	Bh	124230.0	300.0	E
107	164	271	Bh	125860.0	380.0	E
107	165	272	Bh	128790.0	530.0	E
107	166	273	Bh	130680.0	660.0	E
107	167	274	Bh	133760.0	580.0	E
107	168	275	Bh	135780.0	600.0	E
107	169	276	Bh	138950.0	600.0	E
107	170	277	Bh	141100.0	600.0	E
107	171	278	Bh	144370.0	400.0	E
108	155	263	Hs	119680.0	200.0	E
108	156	264	Hs	119563.0	29.0	M
108	157	265	Hs	120900.0	24.0	M
108	158	266	Hs	121140.0	27.0	M
108	159	267	Hs	122660.0	100.0	E
108	160	268	Hs	122970.0	300.0	E
108	161	269	Hs	124490.0	130.0	E
108	162	270	Hs	125110.0	250.0	E
108	163	271	Hs	127690.0	280.0	E
108	164	272	Hs	129000.0	510.0	E
108	165	273	Hs	131770.0	370.0	E
108	166	274	Hs	133410.0	470.0	E
108	167	275	Hs	136490.0	590.0	E
108	168	276	Hs	138190.0	720.0	E
108	169	277	Hs	141380.0	450.0	E
108	170	278	Hs	143220.0	300.0	E
108	171	279	Hs	146500.0	600.0	E
108	172	280	Hs	148420.0	600.0	E
109	156	265	Mt	126620.0	440.0	E
109	157	266	Mt	127670.0	100.0	M
109	158	267	Mt	127790.0	500.0	E
109	159	268	Mt	129150.0	230.0	E
109	160	269	Mt	129300.0	310.0	E
109	161	270	Mt	130710.0	190.0	E
109	162	271	Mt	131100.0	330.0	E
109	163	272	Mt	133480.0	490.0	E
109	164	273	Mt	134780.0	420.0	E
109	165	274	Mt	137250.0	380.0	E
109	166	275	Mt	138770.0	390.0	E
109	167	276	Mt	141310.0	530.0	E
109	168	277	Mt	143010.0	660.0	E
109	169	278	Mt	145770.0	580.0	E
109	170	279	Mt	147590.0	670.0	E
109	171	280	Mt	150510.0	600.0	E
109	172	281	Mt	152400.0	600.0	E
109	173	282	Mt	155460.0	450.0	E
110	157	267	Ds	133880.0	200.0	E
110	158	268	Ds	133650.0	300.0	E
110	159	269	Ds	134830.0	30.0	M
110	160	270	Ds	134680.0	40.0	M
110	161	271	Ds	135950.0	100.0	E
110	162	272	Ds	136080.0	420.0	E
110	163	273	Ds	138290.0	140.0	E
110	164	274	Ds	139200.0	390.0	E
110	165	275	Ds	141670.0	340.0	E
110	166	276	Ds	142540.0	550.0	E
110	167	277	Ds	145090.0	390.0	E
110	168	278	Ds	146250.0	510.0	E
110	169	279	Ds	149020.0	610.0	E
110	170	280	Ds	150320.0	750.0	E
110	171	281	Ds	153270.0	490.0	E
110	172	282	Ds	154790.0	300.0	E
110	173	283	Ds	157830.0	500.0	E
110	174	284	Ds	159460.0	500.0	E
111	161	272	Rg	142770.0	230.0	E
111	162	273	Rg	142890.0	400.0	E
111	163	274	Rg	144610.0	210.0	E
111	164	275	Rg	145400.0	450.0	E
111	165	276	Rg	147390.0	630.0	E
111	166	277	Rg	148410.0	470.0	E
111	167	278	Rg	150520.0	390.0	E
111	168	279	Rg	151720.0	420.0	E
111	169	280	Rg	153890.0	530.0	E
111	170	281	Rg	155330.0	770.0	E
111	171	282	Rg	157740.0	590.0	E
111	172	283	Rg	159380.0	680.0	E
111	173	284	Rg	161970.0	500.0	E
111	174	285	Rg	163730.0	600.0	E
111	175	286	Rg	166510.0	460.0	E
112	164	276	Cn	150360.0	500.0	E
112	165	277	Cn	152330.0	150.0	E
112	166	278	Cn	152840.0	440.0	E
112	167	279	Cn	155020.0	400.0	E
112	168	280	Cn	155650.0	580.0	E
112	169	281	Cn	157950.0	400.0	E
112	170	282	Cn	158830.0	550.0	E
112	171	283	Cn	161340.0	620.0	E
112	172	284	Cn	162420.0	760.0	E
112	173	285	Cn	165090.0	510.0	E
112	174	286	Cn	166450.0	700.0	E
112	175	287	Cn	169370.0	700.0	E
112	176	288	Cn	170930.0	700.0	E
113	165	278	Nh	159030.0	220.0	E
113	166	279	Nh	159460.0	600.0	E
113	167	280	Nh	161240.0	400.0	E
113	168	281	Nh	161810.0	300.0	E
113	169	282	Nh	163730.0	400.0	E
113	170	283	Nh	164560.0	440.0	E
113	171	284	Nh	166590.0	530.0	E
113	172	285	Nh	167770.0	780.0	E
113	173	286	Nh	169960.0	590.0	E
113	174	287	Nh	171460.0	710.0	E
113	175	288	Nh	173970.0	700.0	E
113	176	289	Nh	175550.0	500.0	E
113	177	290	Nh	178320.0	470.0	E
114	170	284	Fl	168780.0	660.0	E
114	171	285	Fl	170930.0	400.0	E
114	172	286	Fl	171610.0	550.0	E
114	173	287	Fl	173930.0	620.0	E
114	174	288	Fl	174920.0	760.0	E
114	175	289	Fl	177470.0	510.0	E
114	176	290	Fl	178730.0	700.0	E
114	177	291	Fl	181500.0	700.0	E
115	172	287	Mc	177750.0	440.0	E
115	173	288	Mc	179670.0	540.0	E
115	174	289	Mc	180680.0	780.0	E
115	175	290	Mc	182790.0	590.0	E
115	176	291	Mc	184180.0	740.0	E
115	177	292	Mc	186600.0	700.0	E
116	173	289	Lv	184460.0	500.0	E
116	174	290	Lv	185030.0	550.0	E
116	175	291	Lv	187240.0	620.0	E
116	176	292	Lv	188130.0	760.0	E
116	177	293	Lv	190570.0	520.0	E
117	174	291	Ts	191650.0	600.0	E
117	175	292	Ts	193620.0	670.0	E
117	176	293	Ts	194430.0	780.0	E
117	177	294	Ts	196400.0	590.0	E
118	175	293	Og	198800.0	710.0	E
118	176	294	Og	199320.0	550.0	E
118	177	295	Og	201370.0	660.0	E
